1411956405514,347,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956406517,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956407518,293000,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956408518,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956409519,288711,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956410519,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956411520,224000,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956412520,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956413521,209000,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956414522,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956415523,185814,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956416523,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956417523,172000,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956418524,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956419524,205205,localhost CPU pid=16099,,,,,true,0,0,0,0
1411989428272,1420,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989429277,0,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989430278,277000,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989431279,0,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989432279,284715,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989433280,0,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989434280,192000,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989435281,0,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989436281,184184,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989437282,0,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989438282,152000,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989439283,0,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989440283,179000,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989441283,0,localhost CPU pid=21238,,,,,true,0,0,0,0
1411989665246,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989666246,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989667247,245245,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989668247,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989669248,329670,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989670248,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989671249,294294,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989672249,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989673250,258258,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989674250,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989675251,227999,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989676251,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989677252,175824,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989678254,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989679255,197802,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989680255,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989681256,168831,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989682257,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989683258,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989684258,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989685259,999,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989686260,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989687260,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989688261,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989689261,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989690262,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989691263,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989692263,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989693264,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989694264,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989702537,2998,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989703542,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989704543,244755,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989705543,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989706543,250999,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989707544,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989708544,202797,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989709544,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989710545,230769,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989711546,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989712546,204999,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989713547,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989714547,175000,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989715548,0,localhost CPU pid=21582,,,,,true,0,0,0,0
1411989716549,146000,localhost CPU pid=21582,,,,,true,0,0,0,0
