1411990505672,518868992000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990506673,519004160000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990507673,519135232000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990508674,519278592000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990509674,519409664000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990510675,523624448000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990511676,523710464000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990512676,523710464000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990513677,524009472000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990514677,524075008000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990515678,524361728000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990516678,524410880000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990517679,524484608000,localhost Memory pid=21870,,,,,true,0,0,0,0
1411990518679,524484608000,localhost Memory pid=21870,,,,,true,0,0,0,0
