1411956025464,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956026465,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956027465,279279,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956028466,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956029466,338338,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956030466,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956031467,312687,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956032467,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956033468,328671,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956034468,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956035469,277722,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956036469,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956037470,241000,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956038470,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956039471,269730,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956040471,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956041472,234765,localhost CPU pid=16099,,,,,true,0,0,0,0
1411956042472,0,localhost CPU pid=16099,,,,,true,0,0,0,0
1411988692819,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988694360,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988695361,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988696363,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988697364,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988698364,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988699365,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988700367,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988701368,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988702369,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988703369,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988704371,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988705373,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988706373,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988707374,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988708375,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988709376,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
1411988710377,-1000,java.net.ConnectException: Connection refused,,java.net.ConnectException: Connection refused,,,false,0,0,0,0
